公表日時,時間,結果
1993-08-01,18:00,353090
1993-07-01,18:00,341550
1993-06-01,18:00,343710
1993-05-01,18:00,350680
1993-04-01,18:00,352830
1993-03-01,18:00,338250
1993-02-01,18:00,346480
1993-01-01,18:00,338870
1992-12-01,18:00,361670
1992-11-01,18:00,375050
1992-10-01,18:00,414450
1992-09-01,18:00,403860
1992-08-01,18:00,441570
1992-07-01,18:00,417680
1992-06-01,18:00,414810
1992-05-01,18:00,421140
1992-04-01,18:00,427910
1992-03-01,18:00,442750
1992-02-01,18:00,439830
1992-01-01,18:00,454500
1991-12-01,18:00,445100
1991-11-01,18:00,426910
1991-10-01,18:00,424480
1991-09-01,18:00,430730
1991-08-01,18:00,420830
1991-07-01,18:00,427750
1991-06-01,18:00,443390
1991-05-01,18:00,465770
1991-04-01,18:00,500620
1991-03-01,18:00,485000
1991-02-01,18:00,448350
1991-01-01,18:00,454050
1990-12-01,18:00,450000
1990-11-01,18:00,425870
1990-10-01,18:00,394500
1990-09-01,18:00,387260
1990-08-01,18:00,367180
1990-07-01,18:00,361330
1990-06-01,18:00,357520
1990-05-01,18:00,361380
1990-04-01,18:00,344410
1990-03-01,18:00,355700
1990-02-01,18:00,361910
1990-01-01,18:00,357330
1989-12-01,18:00,338410
1989-11-01,18:00,360500
1989-10-01,18:00,337330
1989-09-01,18:00,333390
1989-08-01,18:00,339670
1989-07-01,18:00,337730
1989-06-01,18:00,324570
1989-05-01,18:00,309000
1989-04-01,18:00,321960
1989-03-01,18:00,307450
1989-02-01,18:00,289590
1989-01-01,18:00,292550
1988-12-01,18:00,291770
1988-11-01,18:00,290950
1988-10-01,18:00,301450
1988-09-01,18:00,313610
1988-08-01,18:00,324760
1988-07-01,18:00,307500
1988-06-01,18:00,313410
1988-05-01,18:00,312810
1988-04-01,18:00,306040
1988-03-01,18:00,318190
1988-02-01,18:00,339520
1988-01-01,18:00,318090
1987-12-01,18:00,307330
1987-11-01,18:00,299860
1987-10-01,18:00,308270
1987-09-01,18:00,319810
1987-08-01,18:00,324910
1987-07-01,18:00,322590
1987-06-01,18:00,331190
1987-05-01,18:00,335680
1987-04-01,18:00,332950
1987-03-01,18:00,348750
1987-02-01,18:00,348680
1987-01-01,18:00,353650
1986-12-01,18:00,363000
1986-11-01,18:00,378390
1986-10-01,18:00,395090
1986-09-01,18:00,405760
1986-08-01,18:00,371000
1986-07-01,18:00,370520
1986-06-01,18:00,385180
1986-05-01,18:00,386820
1986-04-01,18:00,382670
1986-03-01,18:00,372250
1986-02-01,18:00,366570
1986-01-01,18:00,383140
1985-12-01,18:00,392520
1985-11-01,18:00,404430
1985-10-01,18:00,408330
1985-09-01,18:00,404050
1985-08-01,18:00,382000
1985-07-01,18:00,392250
1985-06-01,18:00,393040
1985-05-01,18:00,397500
1985-04-01,18:00,382100
1985-03-01,18:00,389350
1985-02-01,18:00,373480
1985-01-01,18:00,381140
1984-12-01,18:00,403450
1984-11-01,18:00,419740
1984-10-01,18:00,398000
1984-09-01,18:00,389170
1984-08-01,18:00,362450
1984-07-01,18:00,362620
1984-06-01,18:00,359130
1984-05-01,18:00,369050
1984-04-01,18:00,345640
1984-03-01,18:00,340100
1984-02-01,18:00,350180
1984-01-01,18:00,369320
1983-12-01,18:00,388640
1983-11-01,18:00,399290
1983-10-01,18:00,409410
1983-09-01,18:00,432520
1983-08-01,18:00,405330
1983-07-01,18:00,438860
1983-06-01,18:00,467180
1983-05-01,18:00,496950
1983-04-01,18:00,481480
1983-03-01,18:00,488450
1983-02-01,18:00,493140
1983-01-01,18:00,523090
1982-12-01,18:00,590860
1982-11-01,18:00,644290
1982-10-01,18:00,667860
1982-09-01,18:00,631450
1982-08-01,18:00,572730
1982-07-01,18:00,599050
1982-06-01,18:00,586950
1982-05-01,18:00,585730
1982-04-01,18:00,559300
1982-03-01,18:00,533750
1982-02-01,18:00,542860
1982-01-01,18:00,540960
1981-12-01,18:00,513950
1981-11-01,18:00,493320
1981-10-01,18:00,475410
1981-09-01,18:00,445140
1981-08-01,18:00,438040
1981-07-01,18:00,435450
1981-06-01,18:00,417050
1981-05-01,18:00,410140
1981-04-01,18:00,408360
1981-03-01,18:00,428750
1981-02-01,18:00,413410
1981-01-01,18:00,410000
1980-12-01,18:00,411000
1980-11-01,18:00,431780
1980-10-01,18:00,480860
1980-09-01,18:00,520429
1980-08-01,18:00,560090
1980-07-01,18:00,605670
1980-06-01,18:00,621770
1980-05-01,18:00,538500
1980-04-01,18:00,441140
1980-03-01,18:00,418520
1980-02-01,18:00,413350
1980-01-01,18:00,429480
1979-12-01,18:00,416360
1979-11-01,18:00,401300
1979-10-01,18:00,385000
1979-09-01,18:00,391130
1979-08-01,18:00,382230
1979-07-01,18:00,364570
1979-06-01,18:00,345700
1979-05-01,18:00,412520
1979-04-01,18:00,358410
1979-03-01,18:00,359550
1979-02-01,18:00,356260
1979-01-01,18:00,351520
1978-12-01,18:00,340180
1978-11-01,18:00,327230
1978-10-01,18:00,324430
1978-09-01,18:00,341830
1978-08-01,18:00,351430
1978-07-01,18:00,331590
1978-06-01,18:00,324780
1978-05-01,18:00,324250
1978-04-01,18:00,345000
1978-03-01,18:00,382750
1978-02-01,18:00,351820
1978-01-01,18:00,358590
1977-12-01,18:00,354770
1977-11-01,18:00,361950
1977-10-01,18:00,363320
1977-09-01,18:00,368130
1977-08-01,18:00,363570
1977-07-01,18:00,359050
1977-06-01,18:00,378680
1977-05-01,18:00,370710
1977-04-01,18:00,358430
1977-03-01,18:00,440550
1977-02-01,18:00,414760
1977-01-01,18:00,372650
1976-12-01,18:00,390640
1976-11-01,18:00,409190
1976-10-01,18:00,406360
1976-09-01,18:00,391450
1976-08-01,18:00,390360
1976-07-01,18:00,394320
1976-06-01,18:00,392710
1976-05-01,18:00,372270
1976-04-01,18:00,363040
1976-03-01,18:00,348250
1976-02-01,18:00,372450
1976-01-01,18:00,372650
1975-12-01,18:00,397250
1975-11-01,18:00,419260
1975-10-01,18:00,443500
1975-09-01,18:00,451620
1975-08-01,18:00,444910
1975-07-01,18:00,492050
1975-06-01,18:00,497950
1975-05-01,18:00,521950
1975-04-01,18:00,546290
1975-03-01,18:00,541250
1975-02-01,18:00,547090
1975-01-01,18:00,517820
1974-12-01,18:00,467430
1974-11-01,18:00,399480
1974-10-01,18:00,361240
1974-09-01,18:00,342270
1974-08-01,18:00,312830
1974-07-01,18:00,312500
1974-06-01,18:00,294170
1974-05-01,18:00,292450
1974-04-01,18:00,313620
1974-03-01,18:00,318300
1974-02-01,18:00,306260
1974-01-01,18:00,289950
1973-12-01,18:00,255320
1973-11-01,18:00,242090
1973-10-01,18:00,248000
1973-09-01,18:00,254910
1973-08-01,18:00,243950
1973-07-01,18:00,240100
1973-06-01,18:00,238480
1973-05-01,18:00,239430
1973-04-01,18:00,227500
1973-03-01,18:00,221550
1973-02-01,18:00,228430
1973-01-01,18:00,245520
1972-12-01,18:00,245860
1972-11-01,18:00,251360
1972-10-01,18:00,255860
1972-09-01,18:00,254430
1972-08-01,18:00,282860
1972-07-01,18:00,291950
1972-06-01,18:00,267260
1972-05-01,18:00,264250
1972-04-01,18:00,262220
1972-03-01,18:00,262290
1972-02-01,18:00,269570
1972-01-01,18:00,272040
1971-12-01,18:00,288090
1971-11-01,18:00,297330
1971-10-01,18:00,312860
1971-09-01,18:00,328320
1971-08-01,18:00,295410
1971-07-01,18:00,293640
1971-06-01,18:00,293140
1971-05-01,18:00,286500
1971-04-01,18:00,294430
1971-03-01,18:00,284000
1971-02-01,18:00,298000
1971-01-01,18:00,305390
1970-12-01,18:00,324430
1970-11-01,18:00,331360
1970-10-01,18:00,322550
1970-09-01,18:00,293050
1970-08-01,18:00,281780
1970-07-01,18:00,294730
1970-06-01,18:00,305900
1970-05-01,18:00,331590
1970-04-01,18:00,268680
1970-03-01,18:00,258500
1970-02-01,18:00,249320
1970-01-01,18:00,221090
