date	edinet_code	docTypeCode	docID
2024-06-14	E02162	120	S100TLSR
2024-06-14	E00444	030	S100TMHZ
2024-06-14	E33623	030	S100TME5
2024-06-14	E04914	120	S100TMIB
2024-06-13	E03356	120	S100TLQX
2024-06-13	E03072	120	S100TLCC
2024-06-13	E27016	120	S100TLRE
2024-06-13	E03202	120	S100TLOP
2024-06-13	E01898	120	S100TLTQ
2024-06-13	E00601	120	S100TLRO
2024-06-13	E04460	120	S100TLJA
2024-06-13	E00601	030	S100TLRW
2024-06-13	E03851	120	S100TLR0
2024-06-13	E00775	120	S100TLL3
2024-06-13	E37206	120	S100TLSA
2024-06-12	E03814	120	S100TLCL
2024-06-12	E02692	120	S100TLBC
2024-06-11	E03575	120	S100TKQK
2024-06-07	E00808	030	S100TKM4
2024-06-07	E01435	120	S100TKA9
2024-06-07	E04862	030	S100TKWF
2024-06-07	E26369	030	S100TK9B
2024-06-07	E00518	030	S100TKWZ
2024-06-07	E05280	030	S100TKWR
2024-06-03	E34507	030	S100TJ52
2024-06-03	E05716	030	S100TJWD
2024-05-31	E35288	120	S100TJ5Q
2024-05-31	E03489	120	S100TJ6A
2024-05-31	E02464	120	S100TII6
2024-05-31	E33957	120	S100TJCG
2024-05-31	E02328	120	S100TJCI
2024-05-31	E03495	120	S100TJ8O
2024-05-31	E02897	120	S100TJDA
2024-05-31	E03179	120	S100TIGG
2024-05-31	E37456	120	S100TJD7
2024-05-31	E36078	120	S100TJFJ
2024-05-31	E26821	120	S100TJGS
2024-05-31	E04799	120	S100TJGO
2024-05-31	E04874	120	S100TJ6R
2024-05-31	E33519	120	S100TIB8
2024-05-31	E02776	120	S100TJ4O
2024-05-31	E02706	120	S100TJHP
2024-05-31	E39089	120	S100TJHT
2024-05-31	E00593	120	S100TJHX
2024-05-31	E04606	120	S100TILF
2024-05-31	E03319	120	S100TJGQ
2024-05-31	E03272	120	S100THLJ
2024-05-31	E31694	120	S100TJA9
2024-05-31	E03054	120	S100TIOO
2024-05-31	E26428	120	S100TJAS
2024-05-31	E31453	120	S100TJAZ
2024-05-31	E02621	120	S100TJJ4
2024-05-31	E32966	120	S100TJB3
2024-05-31	E32697	120	S100TJ4L
2024-05-31	E01325	120	S100TH60
2024-05-31	E20616	120	S100TJG3
2024-05-31	E38895	120	S100TJH4
2024-05-31	E36323	120	S100TJJL
2024-05-31	E03273	120	S100TJK1
2024-05-31	E32965	120	S100TJA4
2024-05-31	E03286	120	S100TJK6
2024-05-31	E32138	120	S100TJK8
2024-05-31	E02425	120	S100TIRP
2024-05-31	E35278	120	S100TJI1
2024-05-31	E01587	120	S100TIX3
2024-05-31	E01706	120	S100TJL9
2024-05-30	E04029	120	S100TITV
2024-05-30	E03061	120	S100TG6G
2024-05-30	E37006	120	S100TI8V
2024-05-30	E03329	120	S100TITJ
2024-05-30	E03473	120	S100TI4N
2024-05-30	E02989	120	S100TFVA
2024-05-30	E03387	120	S100TIXZ
2024-05-30	E05230	120	S100TIZD
2024-05-30	E02925	120	S100TIG3
2024-05-30	E38104	120	S100TIZT
2024-05-30	E03509	120	S100TIS7
2024-05-30	E01040	120	S100TJ0D
2024-05-30	E01741	120	S100TJ0G
2024-05-30	E05067	120	S100TJ1T
2024-05-30	E35554	120	S100TJ2B
2024-05-30	E32382	120	S100TIS0
2024-05-30	E01503	120	S100TJ0L
2024-05-30	E03312	120	S100TIC8
2024-05-30	E31924	120	S100TJ2X
2024-05-30	E04958	120	S100TIO3
2024-05-30	E20385	120	S100TJ3C
2024-05-30	E00605	120	S100TIZ5
2024-05-30	E03467	120	S100TIZM
2024-05-30	E05517	120	S100TFVY
2024-05-30	E36937	120	S100TIPS
2024-05-30	E30504	120	S100TIWU
2024-05-30	E37397	120	S100TITL
2024-05-30	E37741	120	S100TI5X
2024-05-30	E35493	120	S100TIQA
2024-05-30	E31901	120	S100TJ10
2024-05-30	E33863	120	S100TJ5K
2024-05-30	E01478	030	S100TJ5M
2024-05-30	E34634	120	S100TIWV
2024-05-30	E22049	120	S100TJ42
2024-05-30	E30476	120	S100TIY8
2024-05-30	E05096	120	S100TIUZ
2024-05-30	E02438	120	S100TIWW
2024-05-30	E33928	120	S100TIVP
2024-05-30	E01774	030	S100TIX6
2024-05-30	E05673	120	S100TJ40
2024-05-30	E34633	120	S100TIUC
2024-05-30	E33037	120	S100TJ6Z
2024-05-30	E36433	120	S100TJ4N
2024-05-30	E01083	120	S100TISC
2024-05-30	E20870	120	S100TIGL
2024-05-30	E00471	030	S100TJ0B
2024-05-30	E32750	120	S100TJ5L
2024-05-30	E32951	120	S100TIVQ
2024-05-30	E05315	120	S100TIHQ
2024-05-30	E01348	120	S100TJ92
2024-05-30	E03093	120	S100TJ94
2024-05-29	E03393	120	S100TI8T
2024-05-29	E05316	120	S100THZK
2024-05-29	E03153	120	S100TIEN
2024-05-29	E02892	120	S100TIFV
2024-05-29	E32956	120	S100TIC5
2024-05-29	E37069	120	S100TIJL
2024-05-29	E03352	120	S100TIJV
2024-05-29	E05024	120	S100TIGP
2024-05-29	E03462	120	S100TIIX
2024-05-29	E03025	120	S100TIHK
2024-05-29	E31291	120	S100TINN
2024-05-29	E04086	120	S100THAJ
2024-05-29	E03372	120	S100TIPV
2024-05-29	E35544	120	S100TIDG
2024-05-29	E31965	120	S100TICV
2024-05-29	E31580	120	S100TIDJ
2024-05-29	E03516	120	S100TIM5
2024-05-29	E32549	120	S100TI4B
2024-05-29	E03520	120	S100TI0Y
2024-05-29	E05643	120	S100TIQ3
2024-05-29	E26549	120	S100TI82
2024-05-29	E32427	120	S100TIRG
2024-05-29	E33610	120	S100TIE9
2024-05-29	E33491	120	S100TIR2
2024-05-29	E04582	120	S100TIMV
2024-05-29	E00447	120	S100TIPX
2024-05-29	E03518	120	S100TIFB
2024-05-29	E01573	030	S100TIIU
2024-05-29	E21035	120	S100THOT
2024-05-29	E03463	120	S100TIGC
2024-05-29	E01723	120	S100TISJ
2024-05-29	E31560	030	S100TGL6
2024-05-29	E03428	120	S100TITA
2024-05-29	E39382	120	S100TH41
2024-05-28	E03523	120	S100THU8
2024-05-28	E02767	120	S100TH64
2024-05-28	E01165	120	S100THRE
2024-05-28	E38780	120	S100THY0
2024-05-28	E05278	120	S100TI3C
2024-05-28	E03228	120	S100TICB
2024-05-28	E27202	120	S100T8C7
2024-05-28	E03199	120	S100THY6
2024-05-28	E36969	030	S100TI3G
2024-05-28	E33881	120	S100TIEM
2024-05-28	E03132	120	S100TI53
2024-05-28	E32736	120	S100THUF
2024-05-27	E37458	030	S100TH0D
2024-05-27	E34249	120	S100THK7
2024-05-27	E01419	120	S100THI8
2024-05-27	E25551	120	S100THVJ
2024-05-27	E31159	120	S100THP3
2024-05-27	E03163	120	S100THVW
2024-05-27	E03141	120	S100TH5Y
2024-05-27	E03358	120	S100THYE
2024-05-27	E03349	120	S100THV6
2024-05-27	E05328	120	S100THVQ
2024-05-27	E00342	120	S100THPY
2024-05-27	E02618	120	S100THJI
2024-05-27	E04941	120	S100TI0Q
2024-05-27	E01685	030	S100TCPK
2024-05-27	E34071	030	S100TI1F
2024-05-27	E34071	030	S100TI1K
2024-05-27	E34065	030	S100THQI
2024-05-27	E05314	120	S100THVY
2024-05-27	E02017	120	S100THZN
2024-05-27	E04912	120	S100TI2A
2024-05-27	E03188	120	S100TI2Y
2024-05-27	E00863	120	S100TI48
2024-05-24	E04931	120	S100TGV5
2024-05-24	E03490	120	S100TGSN
2024-05-24	E26966	120	S100THFI
2024-05-24	E03083	120	S100TH99
2024-05-24	E03087	120	S100THBO
2024-05-24	E00667	120	S100TH9O
2024-05-24	E04002	120	S100THM8
2024-05-24	E03422	120	S100THNN
2024-05-24	E03368	120	S100THAR
2024-05-24	E03395	120	S100THKX
2024-05-24	E04015	120	S100THN6
2024-05-24	E03021	120	S100THNX
2024-05-24	E03094	120	S100THMG
2024-05-24	E04784	120	S100THIF
2024-05-24	E03017	120	S100THKV
2024-05-24	E24512	120	S100THID
2024-05-24	E00496	120	S100THBA
2024-05-24	E03032	120	S100THIB
2024-05-24	E03146	120	S100THMN
2024-05-24	E03397	120	S100THIP
2024-05-24	E03318	120	S100THK4
2024-05-24	E05368	120	S100THHL
2024-05-24	E01454	120	S100TH4K
2024-05-24	E02521	120	S100THD7
2024-05-24	E31896	120	S100TH9V
2024-05-24	E03695	030	S100THQA
2024-05-24	E36100	120	S100THQW
2024-05-24	E30002	120	S100THRU
2024-05-24	E25234	120	S100THH4
2024-05-24	E03498	120	S100THOW
2024-05-24	E31029	120	S100THB0
2024-05-24	E00944	120	S100THNM
2024-05-24	E33616	030	S100THS6
2024-05-24	E33616	030	S100THSF
2024-05-24	E30120	120	S100THIN
2024-05-24	E03365	120	S100THSL
2024-05-24	E03077	120	S100THJ2
2024-05-24	E03377	120	S100THPW
2024-05-23	E03274	120	S100TH6K
2024-05-23	E05444	120	S100TH9M
2024-05-23	E03268	120	S100TGWE
2024-05-23	E04369	120	S100TGMY
2024-05-23	E02801	120	S100TH4W
2024-05-23	E34943	120	S100TGVB
2024-05-23	E03013	120	S100TH34
2024-05-23	E03103	120	S100TH8O
2024-05-23	E02923	120	S100THFJ
2024-05-23	E03216	120	S100THFF
2024-05-23	E00023	030	S100THGC
2024-05-23	E04835	120	S100THC5
2024-05-23	E03313	120	S100THBU
2024-05-23	E01839	120	S100THDZ
2024-05-23	E02553	120	S100THB9
2024-05-23	E04583	120	S100TH4Z
2024-05-23	E03370	120	S100THHZ
2024-05-23	E37133	120	S100THGP
2024-05-23	E03443	120	S100THFR
2024-05-22	E03344	120	S100TGZR
2024-05-22	E02072	120	S100TH19
2024-05-22	E03099	120	S100TGO1
2024-05-22	E05264	120	S100TH6B
2024-05-22	E03345	120	S100TH3U
2024-05-22	E00115	030	S100TH46
2024-05-22	E32238	120	S100TH85
2024-05-22	E01493	030	S100TH8V
2024-05-22	E00878	030	S100TH9J
2024-05-22	E00878	030	S100TH9R
2024-05-21	E02903	120	S100TGUF
2024-05-21	E37488	030	S100TH0Y
2024-05-21	E01264	030	S100TGWC
2024-05-20	E03245	120	S100TGOR
2024-05-20	E03137	120	S100TGLZ
2024-05-20	E03997	030	S100TGQU
2024-05-20	E03997	030	S100TGQX
2024-05-20	E04320	030	S100TGKZ
2024-05-20	E01019	030	S100TGRH
2024-05-20	E00867	030	S100TGOV
2024-05-17	E03415	120	S100TG6Z
2024-05-17	E03118	120	S100TGC6
2024-05-17	E03081	120	S100TGDM
2024-05-17	E00143	030	S100TGCQ
2024-05-17	E00143	030	S100TGCT
2024-05-17	E39645	030	S100TGH4
2024-05-17	E39668	030	S100TGHH
2024-05-17	E22024	030	S100TGI1
2024-05-17	E01677	120	S100TGHZ
2024-05-17	E02386	030	S100TGJ2
2024-05-16	E03219	120	S100TG3H
