公表日時,時間,結果,予想,前回,
1998年01月01日 (12月),18:00,102.10, ,106.10,
1997年12月01日 (11月),18:00,107.20, ,105.20,
1997年11月01日 (10月),18:00,105.60, ,106.80,
1997年10月01日 (9月),18:00,106.00, ,102.80,
1997年09月01日 (8月),18:00,104.40, ,106.40,
1997年08月01日 (7月),18:00,107.10, ,103.40,
1997年07月01日 (6月),18:00,104.50, ,104.60,
1997年06月01日 (5月),18:00,103.20, ,101.00,
1997年05月01日 (4月),18:00,101.40, ,101.90,
1997年04月01日 (3月),18:00,100.00, ,97.40,
1997年03月01日 (2月),18:00,99.70, ,96.00,
1997年02月01日 (1月),18:00,97.40, ,98.90,
1997年01月01日 (12月),18:00,96.90, ,98.90,
1996年12月01日 (11月),18:00,99.20, ,94.80,
1996年11月01日 (10月),18:00,96.50, ,95.00,
1996年10月01日 (9月),18:00,94.70, ,94.50,
1996年09月01日 (8月),18:00,95.30, ,93.00,
1996年08月01日 (7月),18:00,94.70, ,93.80,
1996年07月01日 (6月),18:00,92.40, ,89.90,
1996年06月01日 (5月),18:00,89.40, ,90.80,
1996年05月01日 (4月),18:00,92.70, ,95.70,
1996年04月01日 (3月),18:00,93.70, ,86.60,
1996年03月01日 (2月),18:00,88.50, ,89.90,
1996年02月01日 (1月),18:00,89.30, ,90.50,
1996年01月01日 (12月),18:00,91.00, ,90.70,
1995年12月01日 (11月),18:00,88.20, ,90.40,
1995年11月01日 (10月),18:00,90.20, ,88.90,
1995年10月01日 (9月),18:00,88.90, ,96.50,
1995年09月01日 (8月),18:00,96.20, ,94.10,
1995年08月01日 (7月),18:00,94.40, ,92.30,
1995年07月01日 (6月),18:00,92.70, ,88.40,
1995年06月01日 (5月),18:00,89.80, ,93.80,
1995年05月01日 (4月),18:00,92.50, ,91.80,
1995年04月01日 (3月),18:00,90.30, ,97.10,
1995年03月01日 (2月),18:00,95.10, ,99.10,
1995年02月01日 (1月),18:00,97.60, ,97.70,
1995年01月01日 (12月),18:00,95.10, ,90.10,
1994年12月01日 (11月),18:00,91.60, ,92.00,
1994年11月01日 (10月),18:00,92.70, ,92.20,
1994年10月01日 (9月),18:00,91.50, ,92.60,
1994年09月01日 (8月),18:00,91.70, ,88.90,
1994年08月01日 (7月),18:00,89.00, ,94.50,
1994年07月01日 (6月),18:00,91.20, ,91.50,
1994年06月01日 (5月),18:00,92.80, ,94.20,
1994年05月01日 (4月),18:00,92.60, ,92.10,
1994年04月01日 (3月),18:00,91.50, ,92.90,
1994年03月01日 (2月),18:00,93.20, ,95.80,
1994年02月01日 (1月),18:00,94.30, ,87.70,
1994年01月01日 (12月),18:00,88.20, ,82.00,
1993年12月01日 (11月),18:00,81.20, ,83.10,
1993年11月01日 (10月),18:00,82.70, ,77.40,
1993年10月01日 (9月),18:00,77.90, ,75.40,
1993年09月01日 (8月),18:00,77.30, ,76.90,
1993年08月01日 (7月),18:00,77.00, ,82.80,
1993年07月01日 (6月),18:00,81.50, ,81.90,
1993年06月01日 (5月),18:00,80.30, ,84.00,
1993年05月01日 (4月),18:00,85.60, ,84.30,
1993年04月01日 (3月),18:00,85.90, ,89.80,
1993年03月01日 (2月),18:00,86.60, ,90.00,
1993年02月01日 (1月),18:00,89.30, ,91.40,
1993年01月01日 (12月),18:00,91.00, ,83.60,
1992年12月01日 (11月),18:00,85.30, ,73.20,
1992年11月01日 (10月),18:00,73.30, ,74.20,
1992年10月01日 (9月),18:00,75.60, ,75.30,
1992年09月01日 (8月),18:00,76.10, ,77.10,
1992年08月01日 (7月),18:00,76.60, ,80.60,
1992年07月01日 (6月),18:00,80.40, ,79.70,
1992年06月01日 (5月),18:00,79.20, ,75.70,
1992年05月01日 (4月),18:00,77.20, ,74.60,
1992年04月01日 (3月),18:00,76.00, ,68.10,
1992年03月01日 (2月),18:00,68.80, ,67.10,
1992年02月01日 (1月),18:00,67.50, ,70.40,
1992年01月01日 (12月),18:00,68.20, ,70.70,
1991年12月01日 (11月),18:00,69.10, ,78.50,
1991年11月01日 (10月),18:00,78.30, ,84.50,
1991年10月01日 (9月),18:00,83.00, ,79.60,
1991年09月01日 (8月),18:00,82.00, ,82.20,
1991年08月01日 (7月),18:00,82.90, ,79.40,
1991年07月01日 (6月),18:00,82.10, ,78.20,
1991年06月01日 (5月),18:00,78.30, ,80.90,
1991年05月01日 (4月),18:00,81.80, ,88.00,
1991年04月01日 (3月),18:00,87.70, ,70.30,
1991年03月01日 (2月),18:00,70.40, ,68.00,
1991年02月01日 (1月),18:00,66.80, ,65.50,
1991年01月01日 (12月),18:00,65.50, ,66.00,
1990年12月01日 (11月),18:00,66.00, ,63.90,
1990年11月01日 (10月),18:00,63.90, ,72.80,
1990年10月01日 (9月),18:00,72.80, ,76.40,
1990年09月01日 (8月),18:00,76.40, ,88.20,
1990年08月01日 (7月),18:00,88.20, ,88.30,
1990年07月01日 (6月),18:00,88.30, ,90.60,
1990年06月01日 (5月),18:00,90.60, ,93.90,
1990年05月01日 (4月),18:00,93.90, ,91.30,
1990年04月01日 (3月),18:00,91.30, ,89.50,
1990年03月01日 (2月),18:00,89.50, ,93.00,
1990年02月01日 (1月),18:00,93.00, ,90.50,
1990年01月01日 (12月),18:00,90.50, ,90.90,
1989年12月01日 (11月),18:00,90.90, ,93.90,
1989年11月01日 (10月),18:00,93.90, ,95.80,
1989年10月01日 (9月),18:00,95.80, ,89.60,
1989年09月01日 (8月),18:00,89.60, ,92.00,
1989年08月01日 (7月),18:00,92.00, ,90.60,
1989年07月01日 (6月),18:00,90.60, ,90.70,
1989年06月01日 (5月),18:00,90.70, ,91.50,
1989年05月01日 (4月),18:00,91.50, ,94.30,
1989年04月01日 (3月),18:00,94.30, ,95.40,
1989年03月01日 (2月),18:00,95.40, ,97.90,
1989年02月01日 (1月),18:00,97.90, ,91.90,
1989年01月01日 (12月),18:00,91.90, ,93.00,
1988年12月01日 (11月),18:00,93.00, ,94.10,
1988年11月01日 (10月),18:00,94.10, ,97.30,
1988年10月01日 (9月),18:00,97.30, ,97.40,
1988年09月01日 (8月),18:00,97.40, ,93.40,
1988年08月01日 (7月),18:00,93.40, ,94.70,
1988年07月01日 (6月),18:00,94.70, ,94.80,
1988年06月01日 (5月),18:00,94.80, ,91.20,
1988年05月01日 (4月),18:00,91.20, ,94.60,
1988年04月01日 (3月),18:00,94.60, ,91.60,
1988年03月01日 (2月),18:00,91.60, ,90.80,
1988年02月01日 (1月),18:00,90.80, ,86.80,
1988年01月01日 (12月),18:00,86.80, ,83.10,
1987年12月01日 (11月),18:00,83.10, ,89.30,
1987年11月01日 (10月),18:00,89.30, ,93.60,
1987年10月01日 (9月),18:00,93.60, ,94.40,
1987年09月01日 (8月),18:00,94.40, ,93.70,
1987年08月01日 (7月),18:00,93.70, ,91.50,
1987年07月01日 (6月),18:00,91.50, ,91.10,
1987年06月01日 (5月),18:00,91.10, ,92.80,
1987年05月01日 (4月),18:00,92.80, ,90.80,
1987年04月01日 (3月),18:00,90.80, ,90.20,
1987年03月01日 (2月),18:00,90.20, ,90.40,
1987年02月01日 (1月),18:00,90.40, ,89.10,
1987年01月01日 (12月),18:00,89.10, ,91.40,
1986年12月01日 (11月),18:00,91.40, ,95.60,
1986年11月01日 (10月),18:00,95.60, ,91.90,
1986年10月01日 (9月),18:00,91.90, ,94.90,
1986年09月01日 (8月),18:00,94.90, ,97.70,
1986年08月01日 (7月),18:00,97.70, ,99.30,
1986年07月01日 (6月),18:00,99.30, ,94.80,
1986年06月01日 (5月),18:00,94.80, ,96.20,
1986年05月01日 (4月),18:00,96.20, ,95.10,
1986年04月01日 (3月),18:00,95.10, ,95.90,
1986年03月01日 (2月),18:00,95.90, ,95.60,
1986年02月01日 (1月),18:00,95.60, ,93.90,
1986年01月01日 (12月),18:00,93.90, ,90.90,
1985年12月01日 (11月),18:00,90.90, ,88.40,
1985年11月01日 (10月),18:00,88.40, ,92.10,
1985年10月01日 (9月),18:00,92.10, ,92.40,
1985年09月01日 (8月),18:00,92.40, ,94.00,
1985年08月01日 (7月),18:00,94.00, ,96.50,
1985年07月01日 (6月),18:00,96.50, ,91.80,
1985年06月01日 (5月),18:00,91.80, ,94.60,
1985年05月01日 (4月),18:00,94.60, ,93.70,
1985年04月01日 (3月),18:00,93.70, ,93.70,
1985年03月01日 (2月),18:00,93.70, ,96.00,
1985年02月01日 (1月),18:00,96.00, ,92.90,
1985年01月01日 (12月),18:00,92.90, ,95.70,
1984年12月01日 (11月),18:00,95.70, ,96.30,
1984年11月01日 (10月),18:00,96.30, ,100.90,
1984年10月01日 (9月),18:00,100.90, ,99.10,
1984年09月01日 (8月),18:00,99.10, ,96.60,
1984年08月01日 (7月),18:00,96.60, ,95.50,
1984年07月01日 (6月),18:00,95.50, ,98.10,
1984年06月01日 (5月),18:00,98.10, ,96.10,
1984年05月01日 (4月),18:00,96.10, ,101.00,
1984年04月01日 (3月),18:00,101.00, ,97.40,
1984年03月01日 (2月),18:00,97.40, ,100.10,
1984年02月01日 (1月),18:00,100.10, ,94.20,
1984年01月01日 (12月),18:00,94.20, ,91.10,
1983年12月01日 (11月),18:00,91.10, ,89.30,
1983年11月01日 (10月),18:00,89.30, ,89.90,
1983年10月01日 (9月),18:00,89.90, ,90.90,
1983年09月01日 (8月),18:00,90.90, ,92.80,
1983年08月01日 (7月),18:00,92.80, ,92.20,
1983年07月01日 (6月),18:00,92.20, ,93.30,
1983年06月01日 (5月),18:00,93.30, ,89.10,
1983年05月01日 (4月),18:00,89.10, ,80.80,
1983年04月01日 (3月),18:00,80.80, ,74.60,
1983年03月01日 (2月),18:00,74.60, ,70.40,
1983年02月01日 (1月),18:00,70.40, ,71.90,
1983年01月01日 (12月),18:00,71.90, ,72.10,
1982年12月01日 (11月),18:00,72.10, ,73.40,
1982年11月01日 (10月),18:00,73.40, ,69.30,
1982年10月01日 (9月),18:00,69.30, ,65.40,
1982年09月01日 (8月),18:00,65.40, ,65.40,
1982年08月01日 (7月),18:00,65.40, ,65.70,
1982年07月01日 (6月),18:00,65.70, ,67.50,
1982年06月01日 (5月),18:00,67.50, ,65.50,
1982年05月01日 (4月),18:00,65.50, ,62.00,
1982年04月01日 (3月),18:00,62.00, ,66.50,
1982年03月01日 (2月),18:00,66.50, ,71.00,
1982年02月01日 (1月),18:00,71.00, ,64.30,
1982年01月01日 (12月),18:00,64.30, ,62.50,
1981年12月01日 (11月),18:00,62.50, ,70.30,
1981年11月01日 (10月),18:00,70.30, ,73.10,
1981年10月01日 (9月),18:00,73.10, ,77.20,
1981年09月01日 (8月),18:00,77.20, ,74.10,
1981年08月01日 (7月),18:00,74.10, ,73.10,
1981年07月01日 (6月),18:00,73.10, ,76.30,
1981年06月01日 (5月),18:00,76.30, ,72.40,
1981年05月01日 (4月),18:00,72.40, ,66.50,
1981年04月01日 (3月),18:00,66.50, ,66.90,
1981年03月01日 (2月),18:00,66.90, ,71.40,
1981年02月01日 (1月),18:00,71.40, ,64.50,
1981年01月01日 (12月),18:00,64.50, ,76.70,
1980年12月01日 (11月),18:00,76.70, ,75.00,
1980年11月01日 (10月),18:00,75.00, ,73.70,
1980年10月01日 (9月),18:00,73.70, ,67.30,
1980年09月01日 (8月),18:00,67.30, ,62.30,
1980年08月01日 (7月),18:00,62.30, ,58.70,
1980年07月01日 (6月),18:00,58.70, ,51.70,
1980年06月01日 (5月),18:00,51.70, ,52.70,
1980年05月01日 (4月),18:00,52.70, ,56.50,
1980年04月01日 (3月),18:00,56.50, ,66.90,
1980年03月01日 (2月),18:00,66.90, ,67.00,
1980年02月01日 (1月),18:00,67.00, ,61.00,
1980年01月01日 (12月),18:00,61.00, ,63.30,
1979年12月01日 (11月),18:00,63.30, ,62.10,
1979年11月01日 (10月),18:00,62.10, ,66.70,
1979年10月01日 (9月),18:00,66.70, ,64.50,
1979年09月01日 (8月),18:00,64.50, ,60.40,
1979年08月01日 (7月),18:00,60.40, ,65.80,
1979年07月01日 (6月),18:00,65.80, ,68.10,
1979年06月01日 (5月),18:00,68.10, ,66.00,
1979年05月01日 (4月),18:00,66.00, ,68.40,
1979年04月01日 (3月),18:00,68.40, ,73.90,
1979年03月01日 (2月),18:00,73.90, ,72.10,
1979年02月01日 (1月),18:00,72.10, ,66.10,
1979年01月01日 (12月),18:00,66.10, ,75.00,
1978年12月01日 (11月),18:00,75.00, ,79.30,
1978年11月01日 (10月),18:00,79.30, ,80.40,
1978年10月01日 (9月),18:00,80.40, ,78.40,
1978年09月01日 (8月),18:00,78.40, ,82.40,
1978年08月01日 (7月),18:00,82.40, ,80.00,
1978年07月01日 (6月),18:00,80.00, ,82.90,
1978年06月01日 (5月),18:00,82.90, ,81.60,
1978年05月01日 (4月),18:00,81.60, ,78.80,
1978年04月01日 (3月),18:00,78.80, ,84.30,
1978年03月01日 (2月),18:00,84.30, ,83.70,
1978年02月01日 (1月),18:00,83.70, ,84.40,
1977年12月01日 (11月),18:00,84.40, ,89.00,
1977年09月01日 (8月),18:00,89.00, ,90.20,
1977年06月01日 (5月),18:00,90.20, ,87.10,
1977年03月01日 (2月),18:00,87.10, ,87.00,
1976年12月01日 (11月),18:00,87.00, ,89.70,
1976年09月01日 (8月),18:00,89.70, ,83.30,
1976年06月01日 (5月),18:00,83.30, ,84.60,
1976年03月01日 (2月),18:00,84.60, ,75.60,
1975年12月01日 (11月),18:00,75.60, ,75.70,
1975年09月01日 (8月),18:00,75.70, ,72.80,
1975年06月01日 (5月),18:00,72.80, ,57.60,
1975年03月01日 (2月),18:00,57.60, ,59.50,
1974年12月01日 (11月),18:00,59.50, ,64.40,
1974年09月01日 (8月),18:00,64.40, ,72.10,
1974年06月01日 (5月),18:00,72.10, ,61.80,
1974年03月01日 (2月),18:00,61.80, ,76.50,
1973年12月01日 (11月),18:00,76.50, ,72.00,
1973年09月01日 (8月),18:00,72.00, ,77.00,
1973年06月01日 (5月),18:00,77.00, ,81.90,
1973年03月01日 (2月),18:00,81.90, ,90.70,
1972年12月01日 (11月),18:00,90.70, ,95.20,
1972年09月01日 (8月),18:00,95.20, ,88.60,
1972年06月01日 (5月),18:00,88.60, ,92.80,
1972年03月01日 (2月),18:00,92.80, ,82.00,
1971年12月01日 (11月),18:00,82.00, ,82.10,
1971年09月01日 (8月),18:00,82.10, ,80.20,
1971年06月01日 (5月),18:00,80.20, ,78.10,
1971年03月01日 (2月),18:00,78.10, ,72.40,
1970年12月01日 (11月),18:00,72.40, ,77.60,
1970年09月01日 (8月),18:00,77.60, ,75.40,
1970年06月01日 (5月),18:00,75.40, ,78.10,
1970年03月01日 (2月),18:00,78.10, , ,
