公表日時,時間,結果,予想,前回,
1984年05月01日 (4月),21:30,7.7%, ,7.8%,
1984年04月01日 (3月),21:30,7.8%, ,7.8%,
1984年03月01日 (2月),21:30,7.8%, ,8%,
1984年02月01日 (1月),21:30,8%, ,8.3%,
1984年01月01日 (12月),21:30,8.3%, ,8.5%,
1983年12月01日 (11月),21:30,8.5%, ,8.8%,
1983年11月01日 (10月),21:30,8.8%, ,9.2%,
1983年10月01日 (9月),21:30,9.2%, ,9.5%,
1983年09月01日 (8月),21:30,9.5%, ,9.4%,
1983年08月01日 (7月),21:30,9.4%, ,10.1%,
1983年07月01日 (6月),21:30,10.1%, ,10.1%,
1983年06月01日 (5月),21:30,10.1%, ,10.2%,
1983年05月01日 (4月),21:30,10.2%, ,10.3%,
1983年04月01日 (3月),21:30,10.3%, ,10.4%,
1983年03月01日 (2月),21:30,10.4%, ,10.4%,
1983年02月01日 (1月),21:30,10.4%, ,10.8%,
1983年01月01日 (12月),21:30,10.8%, ,10.8%,
1982年12月01日 (11月),21:30,10.8%, ,10.4%,
1982年11月01日 (10月),21:30,10.4%, ,10.1%,
1982年10月01日 (9月),21:30,10.1%, ,9.8%,
1982年09月01日 (8月),21:30,9.8%, ,9.8%,
1982年08月01日 (7月),21:30,9.8%, ,9.6%,
1982年07月01日 (6月),21:30,9.6%, ,9.4%,
1982年06月01日 (5月),21:30,9.4%, ,9.3%,
1982年05月01日 (4月),21:30,9.3%, ,9%,
1982年04月01日 (3月),21:30,9%, ,8.9%,
1982年03月01日 (2月),21:30,8.9%, ,8.6%,
1982年02月01日 (1月),21:30,8.6%, ,8.5%,
1982年01月01日 (12月),21:30,8.5%, ,8.3%,
1981年12月01日 (11月),21:30,8.3%, ,7.9%,
1981年11月01日 (10月),21:30,7.9%, ,7.6%,
1981年10月01日 (9月),21:30,7.6%, ,7.4%,
1981年09月01日 (8月),21:30,7.4%, ,7.2%,
1981年08月01日 (7月),21:30,7.2%, ,7.5%,
1981年07月01日 (6月),21:30,7.5%, ,7.5%,
1981年06月01日 (5月),21:30,7.5%, ,7.2%,
1981年05月01日 (4月),21:30,7.2%, ,7.4%,
1981年04月01日 (3月),21:30,7.4%, ,7.4%,
1981年03月01日 (2月),21:30,7.4%, ,7.5%,
1981年02月01日 (1月),21:30,7.5%, ,7.2%,
1981年01月01日 (12月),21:30,7.2%, ,7.5%,
1980年12月01日 (11月),21:30,7.5%, ,7.5%,
1980年11月01日 (10月),21:30,7.5%, ,7.5%,
1980年10月01日 (9月),21:30,7.5%, ,7.7%,
1980年09月01日 (8月),21:30,7.7%, ,7.8%,
1980年08月01日 (7月),21:30,7.8%, ,7.6%,
1980年07月01日 (6月),21:30,7.6%, ,7.5%,
1980年06月01日 (5月),21:30,7.5%, ,6.9%,
1980年05月01日 (4月),21:30,6.9%, ,6.3%,
1980年04月01日 (3月),21:30,6.3%, ,6.3%,
1980年03月01日 (2月),21:30,6.3%, ,6.3%,
1980年02月01日 (1月),21:30,6.3%, ,6%,
1980年01月01日 (12月),21:30,6%, ,5.9%,
1979年12月01日 (11月),21:30,5.9%, ,6%,
1979年11月01日 (10月),21:30,6%, ,5.9%,
1979年10月01日 (9月),21:30,5.9%, ,6%,
1979年09月01日 (8月),21:30,6%, ,5.7%,
1979年08月01日 (7月),21:30,5.7%, ,5.7%,
1979年07月01日 (6月),21:30,5.7%, ,5.6%,
1979年06月01日 (5月),21:30,5.6%, ,5.8%,
1979年05月01日 (4月),21:30,5.8%, ,5.8%,
1979年04月01日 (3月),21:30,5.8%, ,5.9%,
1979年03月01日 (2月),21:30,5.9%, ,5.9%,
1979年02月01日 (1月),21:30,5.9%, ,6%,
1979年01月01日 (12月),21:30,6%, ,5.9%,
1978年12月01日 (11月),21:30,5.9%, ,5.8%,
1978年11月01日 (10月),21:30,5.8%, ,6%,
1978年10月01日 (9月),21:30,6%, ,5.9%,
1978年09月01日 (8月),21:30,5.9%, ,6.2%,
1978年08月01日 (7月),21:30,6.2%, ,5.9%,
1978年07月01日 (6月),21:30,5.9%, ,6%,
1978年06月01日 (5月),21:30,6%, ,6.1%,
1978年05月01日 (4月),21:30,6.1%, ,6.3%,
1978年04月01日 (3月),21:30,6.3%, ,6.3%,
1978年03月01日 (2月),21:30,6.3%, ,6.4%,
1978年02月01日 (1月),21:30,6.4%, ,6.4%,
1978年01月01日 (12月),21:30,6.4%, ,6.8%,
1977年12月01日 (11月),21:30,6.8%, ,6.8%,
1977年11月01日 (10月),21:30,6.8%, ,6.8%,
1977年10月01日 (9月),21:30,6.8%, ,7%,
1977年09月01日 (8月),21:30,7%, ,6.9%,
1977年08月01日 (7月),21:30,6.9%, ,7.2%,
1977年07月01日 (6月),21:30,7.2%, ,7%,
1977年06月01日 (5月),21:30,7%, ,7.2%,
1977年05月01日 (4月),21:30,7.2%, ,7.4%,
1977年04月01日 (3月),21:30,7.4%, ,7.6%,
1977年03月01日 (2月),21:30,7.6%, ,7.5%,
1977年02月01日 (1月),21:30,7.5%, ,7.8%,
1977年01月01日 (12月),21:30,7.8%, ,7.8%,
1976年12月01日 (11月),21:30,7.8%, ,7.7%,
1976年11月01日 (10月),21:30,7.7%, ,7.6%,
1976年10月01日 (9月),21:30,7.6%, ,7.8%,
1976年09月01日 (8月),21:30,7.8%, ,7.8%,
1976年08月01日 (7月),21:30,7.8%, ,7.6%,
1976年07月01日 (6月),21:30,7.6%, ,7.4%,
1976年06月01日 (5月),21:30,7.4%, ,7.7%,
1976年05月01日 (4月),21:30,7.7%, ,7.6%,
1976年04月01日 (3月),21:30,7.6%, ,7.7%,
1976年03月01日 (2月),21:30,7.7%, ,7.9%,
1976年02月01日 (1月),21:30,7.9%, ,8.2%,
1976年01月01日 (12月),21:30,8.2%, ,8.3%,
1975年12月01日 (11月),21:30,8.3%, ,8.4%,
1975年11月01日 (10月),21:30,8.4%, ,8.4%,
1975年10月01日 (9月),21:30,8.4%, ,8.4%,
1975年09月01日 (8月),21:30,8.4%, ,8.6%,
1975年08月01日 (7月),21:30,8.6%, ,8.8%,
1975年07月01日 (6月),21:30,8.8%, ,9%,
1975年06月01日 (5月),21:30,9%, ,8.8%,
1975年05月01日 (4月),21:30,8.8%, ,8.6%,
1975年04月01日 (3月),21:30,8.6%, ,8.1%,
1975年03月01日 (2月),21:30,8.1%, ,8.1%,
1975年02月01日 (1月),21:30,8.1%, ,7.2%,
1975年01月01日 (12月),21:30,7.2%, ,6.6%,
1974年12月01日 (11月),21:30,6.6%, ,6%,
1974年11月01日 (10月),21:30,6%, ,5.9%,
1974年10月01日 (9月),21:30,5.9%, ,5.5%,
1974年09月01日 (8月),21:30,5.5%, ,5.5%,
1974年08月01日 (7月),21:30,5.5%, ,5.4%,
1974年07月01日 (6月),21:30,5.4%, ,5.1%,
1974年06月01日 (5月),21:30,5.1%, ,5.1%,
1974年05月01日 (4月),21:30,5.1%, ,5.1%,
1974年04月01日 (3月),21:30,5.1%, ,5.2%,
1974年03月01日 (2月),21:30,5.2%, ,5.1%,
1974年02月01日 (1月),21:30,5.1%, ,4.9%,
1974年01月01日 (12月),21:30,4.9%, ,4.8%,
1973年12月01日 (11月),21:30,4.8%, ,4.6%,
1973年11月01日 (10月),21:30,4.6%, ,4.8%,
1973年10月01日 (9月),21:30,4.8%, ,4.8%,
1973年09月01日 (8月),21:30,4.8%, ,4.8%,
1973年08月01日 (7月),21:30,4.8%, ,4.9%,
1973年07月01日 (6月),21:30,4.9%, ,4.9%,
1973年06月01日 (5月),21:30,4.9%, ,5%,
1973年05月01日 (4月),21:30,5%, ,4.9%,
1973年04月01日 (3月),21:30,4.9%, ,5%,
1973年03月01日 (2月),21:30,5%, ,4.9%,
1973年02月01日 (1月),21:30,4.9%, ,5.2%,
1973年01月01日 (12月),21:30,5.2%, ,5.3%,
1972年12月01日 (11月),21:30,5.3%, ,5.6%,
1972年11月01日 (10月),21:30,5.6%, ,5.5%,
1972年10月01日 (9月),21:30,5.5%, ,5.6%,
1972年09月01日 (8月),21:30,5.6%, ,5.6%,
1972年08月01日 (7月),21:30,5.6%, ,5.7%,
1972年07月01日 (6月),21:30,5.7%, ,5.7%,
1972年06月01日 (5月),21:30,5.7%, ,5.7%,
1972年05月01日 (4月),21:30,5.7%, ,5.8%,
1972年04月01日 (3月),21:30,5.8%, ,5.7%,
1972年03月01日 (2月),21:30,5.7%, ,5.8%,
1972年02月01日 (1月),21:30,5.8%, ,6%,
1972年01月01日 (12月),21:30,6%, ,6%,
1971年12月01日 (11月),21:30,6%, ,5.8%,
1971年11月01日 (10月),21:30,5.8%, ,6%,
1971年10月01日 (9月),21:30,6%, ,6.1%,
1971年09月01日 (8月),21:30,6.1%, ,6%,
1971年08月01日 (7月),21:30,6%, ,5.9%,
1971年07月01日 (6月),21:30,5.9%, ,5.9%,
1971年06月01日 (5月),21:30,5.9%, ,5.9%,
1971年05月01日 (4月),21:30,5.9%, ,6%,
1971年04月01日 (3月),21:30,6%, ,5.9%,
1971年03月01日 (2月),21:30,5.9%, ,5.9%,
1971年02月01日 (1月),21:30,5.9%, ,6.1%,
1971年01月01日 (12月),21:30,6.1%, ,5.9%,
1970年12月01日 (11月),21:30,5.9%, ,5.5%,
1970年11月01日 (10月),21:30,5.5%, ,5.4%,
1970年10月01日 (9月),21:30,5.4%, ,5.1%,
1970年09月01日 (8月),21:30,5.1%, ,5%,
1970年08月01日 (7月),21:30,5%, ,4.9%,
1970年07月01日 (6月),21:30,4.9%, ,4.8%,
1970年06月01日 (5月),21:30,4.8%, ,4.6%,
1970年05月01日 (4月),21:30,4.6%, ,4.4%,
1970年04月01日 (3月),21:30,4.4%, ,4.2%,
1970年03月01日 (2月),21:30,4.2%, ,3.9%,
1970年02月01日 (1月),21:30,3.9%, ,3.5%,
1970年01月01日 (12月),21:30,3.5%, ,3.5%,
