公表日時,時間,結果,予想,前回,
1986年03月01日 (2月),18:00,96.00, ,96.90,
1986年02月01日 (1月),18:00,96.90, ,98.20,
1986年01月01日 (12月),18:00,98.20, ,98.10,
1985年12月01日 (11月),18:00,98.10, ,96.10,
1985年11月01日 (10月),18:00,96.10, ,96.00,
1985年10月01日 (9月),18:00,96.00, ,100.90,
1985年09月01日 (8月),18:00,100.90, ,103.20,
1985年08月01日 (7月),18:00,103.20, ,102.60,
1985年07月01日 (6月),18:00,102.60, ,99.60,
1985年06月01日 (5月),18:00,99.60, ,104.40,
1985年05月01日 (4月),18:00,104.40, ,96.10,
1985年04月01日 (3月),18:00,96.10, ,103.10,
1985年03月01日 (2月),18:00,103.10, ,102.00,
1985年02月01日 (1月),18:00,102.00, ,97.00,
1985年01月01日 (12月),18:00,97.00, ,105.50,
1984年12月01日 (11月),18:00,105.50, ,99.10,
1984年11月01日 (10月),18:00,99.10, ,100.00,
1984年10月01日 (9月),18:00,100.00, ,103.10,
1984年09月01日 (8月),18:00,103.10, ,100.40,
1984年08月01日 (7月),18:00,100.40, ,105.80,
1984年07月01日 (6月),18:00,105.80, ,104.80,
1984年06月01日 (5月),18:00,104.80, ,106.10,
1984年05月01日 (4月),18:00,106.10, ,101.10,
1984年04月01日 (3月),18:00,101.10, ,101.00,
1984年03月01日 (2月),18:00,101.00, ,103.90,
1984年02月01日 (1月),18:00,103.90, ,103.60,
1984年01月01日 (12月),18:00,103.60, ,96.70,
1983年12月01日 (11月),18:00,96.70, ,92.10,
1983年11月01日 (10月),18:00,92.10, ,91.10,
1983年10月01日 (9月),18:00,91.10, ,91.20,
1983年09月01日 (8月),18:00,91.20, ,89.00,
1983年08月01日 (7月),18:00,89.00, ,87.50,
1983年07月01日 (6月),18:00,87.50, ,87.70,
1983年06月01日 (5月),18:00,87.70, ,83.10,
1983年05月01日 (4月),18:00,83.10, ,79.40,
1983年04月01日 (3月),18:00,79.40, ,67.60,
1983年03月01日 (2月),18:00,67.60, ,59.00,
1983年02月01日 (1月),18:00,59.00, ,59.50,
1983年01月01日 (12月),18:00,59.50, ,57.40,
1982年12月01日 (11月),18:00,57.40, ,54.30,
1982年11月01日 (10月),18:00,54.30, ,58.10,
1982年10月01日 (9月),18:00,58.10, ,56.90,
1982年09月01日 (8月),18:00,56.90, ,63.20,
1982年08月01日 (7月),18:00,63.20, ,56.70,
1982年07月01日 (6月),18:00,56.70, ,61.40,
