公表日時,時間,結果,予想,前回,
1977年12月02日 (11月),21:30,379K, ,262K,
1977年11月04日 (10月),21:30,262K, ,458K,
1977年10月07日 (9月),21:30,458K, ,238K,
1977年09月02日 (8月),21:30,238K, ,348K,
1977年08月05日 (7月),21:30,348K, ,399K,
1977年07月01日 (6月),21:30,399K, ,360K,
1977年06月03日 (5月),21:30,360K, ,338K,
1977年05月06日 (4月),21:30,338K, ,403K,
1977年04月01日 (3月),21:30,403K, ,296K,
1977年03月04日 (2月),21:30,296K, ,244K,
1977年02月04日 (1月),21:30,244K, ,211K,
1977年01月07日 (12月),21:30,211K, ,332K,
1976年12月03日 (11月),21:30,332K, ,13K,
1976年11月05日 (10月),21:30,13K, ,188K,
1976年10月01日 (9月),21:30,188K, ,157K,
1976年09月03日 (8月),21:30,157K, ,171K,
1976年08月06日 (7月),21:30,171K, ,65K,
1976年07月02日 (6月),21:30,65K, ,19K,
1976年06月04日 (5月),21:30,19K, ,243K,
1976年05月07日 (4月),21:30,243K, ,232K,
1976年04月02日 (3月),21:30,232K, ,311K,
1976年03月05日 (2月),21:30,311K, ,488K,
1976年02月06日 (1月),21:30,488K, ,338K,
1976年01月02日 (12月),21:30,338K, ,145K,
1975年12月05日 (11月),21:30,145K, ,305K,
1975年11月07日 (10月),21:30,305K, ,75K,
1975年10月03日 (9月),21:30,75K, ,386K,
1975年09月05日 (8月),21:30,386K, ,249K,
1975年08月01日 (7月),21:30,249K, ,-103K,
1975年07月04日 (6月),21:30,-103K, ,162K,
1975年06月06日 (5月),21:30,162K, ,-188K,
1975年05月02日 (4月),21:30,-188K, ,-270K,
1975年04月04日 (3月),21:30,-270K, ,-378K,
1975年03月07日 (2月),21:30,-378K, ,-360K,
1975年02月07日 (1月),21:30,-360K, ,-604K,
1975年01月03日 (12月),21:30,-604K, ,-368K,
1974年12月06日 (11月),21:30,-368K, ,18K,
1974年11月01日 (10月),21:30,18K, ,-8K,
1974年10月04日 (9月),21:30,-8K, ,-16K,
1974年09月06日 (8月),21:30,-16K, ,33K,
1974年08月02日 (7月),21:30,33K, ,55K,
1974年07月05日 (6月),21:30,55K, ,165K,
1974年06月07日 (5月),21:30,165K, ,86K,
1974年05月03日 (4月),21:30,86K, ,42K,
1974年04月05日 (3月),21:30,42K, ,150K,
1974年03月01日 (2月),21:30,150K, ,69K,
1974年02月01日 (1月),21:30,69K, ,123K,
1974年01月04日 (12月),21:30,123K, ,306K,
1973年12月07日 (11月),21:30,306K, ,330K,
1973年11月02日 (10月),21:30,330K, ,110K,
1973年10月05日 (9月),21:30,110K, ,255K,
1973年09月07日 (8月),21:30,255K, ,24K,
1973年08月03日 (7月),21:30,24K, ,241K,
1973年07月06日 (6月),21:30,241K, ,191K,
1973年06月01日 (5月),21:30,191K, ,170K,
1973年05月04日 (4月),21:30,170K, ,268K,
1973年04月06日 (3月),21:30,268K, ,396K,
1973年03月02日 (2月),21:30,396K, ,351K,
1973年02月02日 (1月),21:30,351K, ,303K,
1973年01月05日 (12月),21:30,303K, ,294K,
1972年12月01日 (11月),21:30,294K, ,410K,
1972年11月03日 (10月),21:30,410K, ,125K,
1972年10月06日 (9月),21:30,125K, ,430K,
1972年09月01日 (8月),21:30,430K, ,-52K,
1972年08月04日 (7月),21:30,-52K, ,293K,
1972年07月07日 (6月),21:30,293K, ,304K,
1972年06月02日 (5月),21:30,304K, ,218K,
1972年05月05日 (4月),21:30,218K, ,293K,
1972年04月07日 (3月),21:30,293K, ,207K,
1972年03月03日 (2月),21:30,207K, ,337K,
1972年02月04日 (1月),21:30,337K, ,262K,
1972年01月07日 (12月),21:30,262K, ,204K,
1971年12月03日 (11月),21:30,204K, ,25K,
1971年11月05日 (10月),21:30,25K, ,247K,
1971年10月01日 (9月),21:30,247K, ,55K,
1971年09月03日 (8月),21:30,55K, ,62K,
1971年08月06日 (7月),21:30,62K, ,6K,
1971年07月02日 (6月),21:30,6K, ,210K,
1971年06月04日 (5月),21:30,210K, ,178K,
1971年05月07日 (4月),21:30,178K, ,53K,
1971年04月02日 (3月),21:30,53K, ,-60K,
1971年03月05日 (2月),21:30,-60K, ,76K,
1971年02月05日 (1月),21:30,76K, ,381K,
1971年01月01日 (12月),21:30,381K, ,-110K,
1970年12月04日 (11月),21:30,-110K, ,-429K,
1970年11月06日 (10月),21:30,-429K, ,15K,
1970年10月02日 (9月),21:30,15K, ,-120K,
1970年09月04日 (8月),21:30,-120K, ,24K,
1970年08月07日 (7月),21:30,24K, ,-94K,
1970年07月03日 (6月),21:30,-94K, ,-225K,
1970年06月05日 (5月),21:30,-225K, ,-104K,
1970年05月01日 (4月),21:30,-104K, ,148K,
1970年04月03日 (3月),21:30,148K, ,128K,
1970年03月06日 (2月),21:30,128K, ,-64K,
1970年02月06日 (1月),21:30,-64K, ,153K,
1970年01月02日 (12月),21:30,153K, ,-33K,
