公表日時,時間,結果,予想,前回,
1981年02月01日 (1月),18:00,49.20, ,53.00,
1981年01月01日 (12月),18:00,53.00, ,58.20,
1980年12月01日 (11月),18:00,58.20, ,55.50,
1980年11月01日 (10月),18:00,55.50, ,50.10,
1980年10月01日 (9月),18:00,50.10, ,45.50,
1980年09月01日 (8月),18:00,45.50, ,35.00,
1980年08月01日 (7月),18:00,35.00, ,30.30,
1980年07月01日 (6月),18:00,30.30, ,29.40,
1980年06月01日 (5月),18:00,29.40, ,37.40,
1980年05月01日 (4月),18:00,37.40, ,43.60,
1980年04月01日 (3月),18:00,43.60, ,50.20,
1980年03月01日 (2月),18:00,50.20, ,46.20,
1980年02月01日 (1月),18:00,46.20, ,44.80,
1980年01月01日 (12月),18:00,44.80, ,48.00,
1979年12月01日 (11月),18:00,48.00, ,49.00,
1979年11月01日 (10月),18:00,49.00, ,49.60,
1979年10月01日 (9月),18:00,49.60, ,49.50,
1979年09月01日 (8月),18:00,49.50, ,51.30,
1979年08月01日 (7月),18:00,51.30, ,52.70,
1979年07月01日 (6月),18:00,52.70, ,54.40,
1979年06月01日 (5月),18:00,54.40, ,56.20,
1979年05月01日 (4月),18:00,56.20, ,57.70,
1979年04月01日 (3月),18:00,57.70, ,58.20,
1979年03月01日 (2月),18:00,58.20, ,58.50,
1979年02月01日 (1月),18:00,58.50, ,59.40,
1979年01月01日 (12月),18:00,59.40, ,61.30,
1978年12月01日 (11月),18:00,61.30, ,60.10,
1978年11月01日 (10月),18:00,60.10, ,60.50,
1978年10月01日 (9月),18:00,60.50, ,60.30,
1978年09月01日 (8月),18:00,60.30, ,62.20,
1978年08月01日 (7月),18:00,62.20, ,60.50,
1978年07月01日 (6月),18:00,60.50, ,60.20,
1978年06月01日 (5月),18:00,60.20, ,57.70,
1978年05月01日 (4月),18:00,57.70, ,55.00,
1978年04月01日 (3月),18:00,55.00, ,55.90,
1978年03月01日 (2月),18:00,55.90, ,57.40,
1978年02月01日 (1月),18:00,57.40, ,59.80,
1978年01月01日 (12月),18:00,59.80, ,56.10,
1977年12月01日 (11月),18:00,56.10, ,55.40,
1977年11月01日 (10月),18:00,55.40, ,53.90,
1977年10月01日 (9月),18:00,53.90, ,54.90,
1977年09月01日 (8月),18:00,54.90, ,57.70,
1977年08月01日 (7月),18:00,57.70, ,56.80,
1977年07月01日 (6月),18:00,56.80, ,59.70,
1977年06月01日 (5月),18:00,59.70, ,56.90,
1977年05月01日 (4月),18:00,56.90, ,58.40,
1977年04月01日 (3月),18:00,58.40, ,55.00,
1977年03月01日 (2月),18:00,55.00, ,54.80,
1977年02月01日 (1月),18:00,54.80, ,56.60,
1977年01月01日 (12月),18:00,56.60, ,51.70,
1976年12月01日 (11月),18:00,51.70, ,53.50,
1976年11月01日 (10月),18:00,53.50, ,53.60,
1976年10月01日 (9月),18:00,53.60, ,54.50,
1976年09月01日 (8月),18:00,54.50, ,55.90,
1976年08月01日 (7月),18:00,55.90, ,58.20,
1976年07月01日 (6月),18:00,58.20, ,58.80,
1976年06月01日 (5月),18:00,58.80, ,60.60,
1976年05月01日 (4月),18:00,60.60, ,58.40,
1976年04月01日 (3月),18:00,58.40, ,61.50,
1976年03月01日 (2月),18:00,61.50, ,58.80,
1976年02月01日 (1月),18:00,58.80, ,54.90,
1976年01月01日 (12月),18:00,54.90, ,54.50,
1975年12月01日 (11月),18:00,54.50, ,55.50,
1975年11月01日 (10月),18:00,55.50, ,54.40,
1975年10月01日 (9月),18:00,54.40, ,51.40,
1975年09月01日 (8月),18:00,51.40, ,47.20,
1975年08月01日 (7月),18:00,47.20, ,45.10,
1975年07月01日 (6月),18:00,45.10, ,41.20,
1975年06月01日 (5月),18:00,41.20, ,37.50,
1975年05月01日 (4月),18:00,37.50, ,31.60,
1975年04月01日 (3月),18:00,31.60, ,34.40,
1975年03月01日 (2月),18:00,34.40, ,30.70,
1975年02月01日 (1月),18:00,30.70, ,30.90,
1975年01月01日 (12月),18:00,30.90, ,37.90,
1974年12月01日 (11月),18:00,37.90, ,42.70,
1974年11月01日 (10月),18:00,42.70, ,46.20,
1974年10月01日 (9月),18:00,46.20, ,52.90,
1974年09月01日 (8月),18:00,52.90, ,54.80,
1974年08月01日 (7月),18:00,54.80, ,54.70,
1974年07月01日 (6月),18:00,54.70, ,55.70,
1974年06月01日 (5月),18:00,55.70, ,59.90,
1974年05月01日 (4月),18:00,59.90, ,61.80,
1974年04月01日 (3月),18:00,61.80, ,58.60,
1974年03月01日 (2月),18:00,58.60, ,62.10,
1974年02月01日 (1月),18:00,62.10, ,63.60,
1974年01月01日 (12月),18:00,63.60, ,68.10,
1973年12月01日 (11月),18:00,68.10, ,66.20,
1973年11月01日 (10月),18:00,66.20, ,63.50,
1973年10月01日 (9月),18:00,63.50, ,62.70,
1973年09月01日 (8月),18:00,62.70, ,57.80,
1973年08月01日 (7月),18:00,57.80, ,65.00,
1973年07月01日 (6月),18:00,65.00, ,64.80,
1973年06月01日 (5月),18:00,64.80, ,67.70,
1973年05月01日 (4月),18:00,67.70, ,69.60,
1973年04月01日 (3月),18:00,69.60, ,69.60,
1973年03月01日 (2月),18:00,69.60, ,72.10,
1973年02月01日 (1月),18:00,72.10, ,70.50,
1973年01月01日 (12月),18:00,70.50, ,69.90,
1972年12月01日 (11月),18:00,69.90, ,67.00,
1972年11月01日 (10月),18:00,67.00, ,65.10,
1972年10月01日 (9月),18:00,65.10, ,61.70,
1972年09月01日 (8月),18:00,61.70, ,60.10,
1972年08月01日 (7月),18:00,60.10, ,58.60,
1972年07月01日 (6月),18:00,58.60, ,61.40,
1972年06月01日 (5月),18:00,61.40, ,59.30,
1972年05月01日 (4月),18:00,59.30, ,59.80,
1972年04月01日 (3月),18:00,59.80, ,60.60,
1972年03月01日 (2月),18:00,60.60, ,59.60,
1972年02月01日 (1月),18:00,59.60, ,57.60,
1972年01月01日 (12月),18:00,57.60, ,52.30,
1971年12月01日 (11月),18:00,52.30, ,55.00,
1971年11月01日 (10月),18:00,55.00, ,55.10,
1971年10月01日 (9月),18:00,55.10, ,53.60,
1971年09月01日 (8月),18:00,53.60, ,54.40,
1971年08月01日 (7月),18:00,54.40, ,53.80,
1971年07月01日 (6月),18:00,53.80, ,54.20,
1971年06月01日 (5月),18:00,54.20, ,54.50,
1971年05月01日 (4月),18:00,54.50, ,51.20,
1971年04月01日 (3月),18:00,51.20, ,54.80,
1971年03月01日 (2月),18:00,54.80, ,47.90,
1971年02月01日 (1月),18:00,47.90, ,45.40,
1971年01月01日 (12月),18:00,45.40, ,39.70,
1970年12月01日 (11月),18:00,39.70, ,42.40,
1970年11月01日 (10月),18:00,42.40, ,44.10,
1970年10月01日 (9月),18:00,44.10, ,47.30,
1970年09月01日 (8月),18:00,47.30, ,49.50,
1970年08月01日 (7月),18:00,49.50, ,51.10,
1970年07月01日 (6月),18:00,51.10, ,47.20,
1970年06月01日 (5月),18:00,47.20, ,45.00,
1970年05月01日 (4月),18:00,45.00, ,46.90,
1970年04月01日 (3月),18:00,46.90, ,47.40,
1970年03月01日 (2月),18:00,47.40, ,48.70,
1970年02月01日 (1月),18:00,48.70, ,52.00,
1970年01月01日 (12月),18:00,52.00, , ,
